review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
Better than anticipated,"I love it , for the price point it’s a steal! Absolutely worth it",Alma,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 28, 2021",
Amazing power,"Super smooth performance, quiet fanless operation.",Gianmarco,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 17, 2022",One person found this helpful
Best Laptop of 2020 9and 21...so far),Battery life +++++,Charles W. Lord Jr,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 18, 2021",One person found this helpful
Value to performance,very awesome laptop for its price for an apple device,Hector Rodriguez,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 16, 2021",
Buy Apple for Valentines.,"Front facing camera is only 720p, but everything else is perfect. Rose gold matches her Apple Watch, and made for an excellent follow up gift from last years Valentine.",John,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 17, 2021",2 people found this helpful
Great purchase,I absolutely love my MacBook Air! It’s so perfect!!,Farren Washington ,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 27, 2021",
My wife is still in love with this gift!,"I bought this MBA for my wife for Valentine's Day, and she has been in love with it ever since. She thinks it was the best Vday gift that she has gotten in years, it does everything so well!",T Dixon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 9, 2022",10 people found this helpful
From PC to. MacBook ... I made it!,Love my new MacBook Air!!  Using it all the time 😁 Took awhile to get used to the Mac after having  a PC ... but I’m getting there 🤩,Brad & Sally,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 14, 2021",2 people found this helpful
LOVE IT!,I got this laptop for Christmas and absolutely love it! It is so lightweight but very powerful. The camera quality is also great! Highly recommend!,Kindle Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 18, 2021",
Looking into buying this product?,OMG I'm loving my new computer. It's working great. Perfect size for me and very light-weight. Has Touch ID as well.,Asral Sanjaa,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 27, 2021",One person found this helpful
Nice computer,It took me some getting used to but I love my Mac Book.,Candy,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 10, 2021",
Excellent!,No cons just pros!!,Antonio Navarro,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 6, 2021",One person found this helpful
Buena compra,A mi hija le gustó mucho está muy contenta.., Araiza664,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 14, 2021",One person found this helpful
LOVE IT,LOVE IT,Lisa S.,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 20, 2021",
LOVE THIS COMPUTER!!,Very happy customer! I'm glad I bought this brand new instead of refurbished.  Great computer! Love it!,Karen Kier,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 29, 2021",
Love,So many neat features!,Kristi ,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 25, 2021",
Excellent computer,Excellent computer at a reasonable cost.,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 28, 2021",
very good,muy buena,Luis Velazquez,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 8, 2021",
Good machine,Working well for my wife,Amazon CustomerDon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 17, 2021",One person found this helpful
Amazing purchase,Love this laptop best purchase yet! Screen quality is amazing battery lasts forever and camera quality is great!!,Katelyn Tipton ,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 18, 2021",
the battery life is great,I was happily surprised to see how good the battery life was compared to my other computers,Joseph,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 22, 2021",
Great MacBook for the price !,My son uses it for college,Kindle Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 29, 2022",
A+,I like the portability and ease of use. The battery life is excellent.,Cheryl Berzanskis,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 26, 2021",One person found this helpful
no upgradable STORAGE or RAM,"is the only thing is most blocking but with external ssd its solved or managed your storage, it is a great product",Richard Casado,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 27, 2021",One person found this helpful
Great computer for a great price,Amazing product!! Love the features and that it pairs with all of my other Apple products!!,Kristopher,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 4, 2021",
Outstanding,"I bought this 2020 MacBook Air (8 GB RAM, 256 GB SSD storage) to replace a 2014 MacBook Air (4GB RAM, 256 GB SSD storage).  I am undeniably a fan of Apple products in general, because they work with little fuss and are built to last (note that my old MacBook Air is more than 7 years old and still working perfectly).  Although I've been underwhelmed by some Mac models in recent years, this one is stellar IMHO.  Unless you have very heavy system requirements this machine would be an excellent choice.",Mark Baker,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 3, 2021",21 people found this helpful
Remarkable laptop,"As many others have shared, the Apple MacBook Air M1 is a great laptop. The display is gorgeous. The keyboard is accurate and smooth. Apple has the best trackpads! Battery life is so good that there is no anxiety over having enough power to finish the day.",Craig Brito,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 3, 2022",29 people found this helpful
Shipped very fast.,This is a superb machine. Outstanding battery life. Very fast as well. I would recommend 10 out of 10,Keith Stevens,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 8, 2021",One person found this helpful
Camera Never Fails,I love my MacBook Air.  I use it for work all day long for zoom call meetings and the camera never fails.,IVIE BIEN-AIME,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 15, 2021",2 people found this helpful
Good,Good,Mike Winquist,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 12, 2021",
Easiest computer I’ve ever used,Easy to set up. Lightweight. Great keyboard. Couldn’t be happier.,Barbara C. Cole,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 28, 2022",
La mejor calidad,"Llego en perfecto estado, recomendada",paulsrs,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 17, 2021",
Macbook Air M1 in Gold,"Came in perfect condition, love it 😍 Worth every penny 🤩",Clariser ,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 7, 2021",
Learning by exploring,Getting used to it.  I’m 74 so would prefer an instruction book to trying things out.  Enjoying it so far.,richard marchell,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 19, 2021",
"you can’t download apps as Netflix Hulu Disney + , etc…","love the quality, you should definitely get one!! came quick as well!!",dezeray,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 31, 2021",
Perfect！,Perfect！,Qingchun Zheng,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 7, 2021",
The Apple MacBook Air M1 is very Impressive!,Very good quality! The Apple MacBook Air M1 is very fast and has excellent graphics. I love the backlit keyboard.,H. Wilkes,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 28, 2022",
It's a Mac,I really like the Mac products and that's why I bought this for my 2nd home.,Cosley,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 15, 2021",
Muy práctica,Me encanta! Muy fácil de utilizar y súper practico! Lo compre en conjunto con un case Mosiso y quedo muy bien!,Lesly Verdezoto,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 18, 2021",
Powerful machine!,"Starting with the package to the daily work, the best purchase of this month.  Apple products are amazing!",Raul Requena,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 26, 2021",
excellent laptop!,"This mac is wesome, my favorite laptop so far (i have 3 lol) Thank you so much Apple.",Liesl Leuthold,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 9, 2021",
Thoroughly satisfied with my purchase,,Loyola Nawalu,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 20, 2021",
EXACTLY what was advertised,"The laptop was just as if I bought it from Apple myself, only it was cheaper AND in the color I wanted!",Diamond Overstreet,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 28, 2021",
Very nice!,"Love love love it! Perfect condition. Nice color of screen, runs fast, battery life great!",Josie,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 26, 2021",
Very satisfied so far :),Perfect size and lightweight!,Kerry-Ann,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 23, 2021",
What did you expect? It's a Mac!,,Stefan Poon Ying,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 17, 2021",
Mac Air pro,Excellent Work really good i like it..,J.Duy,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 17, 2021",One person found this helpful
Apple quality in action,"It's fast, lightweight, and the keyboard is great",Phil,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 9, 2021",One person found this helpful
I like it,Love yes the real thing works good pretty loud honestly camera should be better for what it’s worth battery life is pretty good,Stephanie Cepeda,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 21, 2021",
Love it,Great laptop,JP,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 17, 2021",One person found this helpful
happy Customer!,"love this product!  Set up was super fast and easy for this modern elder, and love the integration with my other apple devices!",Daniel,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 27, 2021",
Best laptop I've ever owned,"If you're in the market for a new laptop, I can't recommend this computer highly enough. Excellent computer. No complaints. Love it. Five stars.",Jason A. Seipp,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 20, 2021",
"The product is super amazing, speaker are excellent.","I love the size, speaks, keyboard is very fine touch, but the camera isn’t too great for the product like this.",Jessica Dixon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 15, 2021",
The Mac,So easy to use one of my better purchases,Norma I Moton,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 2, 2021",
Nice MacBook. But a terrible place to buy it. Company is terrible for customer service,Nothing wrong with the MacBook itself. It was just not practical for me what I needed for my work. So I started a return. First you send them the product I guess in good faith. Then once they receive the item then with in 7 days they will refund your purchase. Mind you I returned this in the complete original package only 4 days after receiving it. It’s going on 2 months and nothing but Crickets from everyone. Buyer Beware!!,deer hunter,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 12, 2022",6 people found this helpful
Grade A,"Great battery life, and accomplishes everything I need done.",Austin Bivins,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 29, 2021",
Perfect!,Absolutely perfect! Amazing price and super good quality,Kamy,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 8, 2021",One person found this helpful
As described,Received product wrapped brand new packaging. Everything has worked perfectly.,MHimanga,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 23, 2021",
