,Hardware Sentences,Hardware Polarity
303,"it has an ethernet port, usb 3.1 ports, hdmi port, etc, so that is convenient compared to my macbook (which only has thunderbolt 3 ports and requires dongles or adapters for everything). | the backlit keys are great and the keyboard feels good.",Positive
304,but the laptop came without hdd screws and so there lay my hdd outside my laptop.,Neutral
305,lastly the back lit keyboard is fantastic.,Positive
306,"for those that say the camera is bad- i do not think so. | is it the most amazing camera ever? | no, but if you really need higher camera quality for your job, then you should probably go with a macbook pro instead of air.",Positive
307,"very fast, great battery life, and keyboard felt amazing.",Positive
308,the keyboard is fantastic (one of the best i have seen in a laptop). | the only thing keeping this from getting 5 stars is the trackpad...it has some 'play' in it and does not feel anywhere near as nice and quality as the rest of this laptop.,Positive
309,nice features such as lighted keyboard and turn off when not using to save battery which has good battery life.,Positive
310,"i purchased this laptop 2-3 months ago and just got to using it, the first right side of the keyboard was num locked to special characters and when turning the screen open it sometimes goes black, lcd screen came damaged from packaging i am guessing, i contacted support and they are trying to have me send it back for 4-5 business days of repair and then sending it back to me and unfortunately i cannot right now due to me needing to use it for school, so i am waiting untill after my semester ends to hopefully send it for repair.",Positive
311,but the web cam sucks.,Negative
312,the touchpad is not enabled on the laptop i received. | there is not a touchpad driver on the computer.,Neutral
313,keyboard is pretty rad.,Positive
314,"in april 2021, my employer came to its senses and bought her a laptop and the acer 5 was returned to me.",Neutral
315,love it so much bought one for my husband ,Positive
316,my husband uses it for basic computer needs.,Neutral
317,backlit keyboard goes out after a few minutes. | keyboard died after a week.,Negative
318,"gorgeous clarity, anti glare screen, backlit keyboard and all the features you could want.",Positive
319,"it came with only 4 gb of memory, but it can be easily upgraded on the cheap to 8 or 16 gb. | amazing for a 15.6 screen size and full backlit keyboard.",Positive
320,"by the way, i love the backlit keyboard.",Positive
321,camera not present in the laptop is fine.,Positive
322,"i love the back lit keyboard. | the keyboard also has a nice touch, not too hard and not too soft. | all in all, i do recommend this laptop for it is price, efficiency, super clear screen, and the back-lit keyboard.",Positive
323,came in great and fresh with everything clean!,Positive
324,"i bought this as a gift for my grandson, but he reports it runs roblox",Neutral
325,keyboard illumination could be improved.,Neutral
326,"nice screen (though 250 nits is a little low), terrific backlit keyboard.",Positive
327,"last but certainly not least, i woke up the other morning only to notice the entire keyboard just stopped working.",Positive
328,the keys on the keyboard are soft and i am comfortable when i type.,Positive
329,i have had it one month and turns out the keyboard is faulty. | it will not turn on now because the power button is in the keyboard and the keyboard is faulty.,Neutral
330,"only objection is; that i could do without the little red mouse button in the center of the keyboard,",Negative
331,"the touchpad is super sensitive to ""accidentally"" turning off. | then this morning after an update to windows 10, the touchpad is not simply off.",Positive
332,"and, though it came in windows s mode, i easily removed that limitation and activated the full version of windows 10. here is what i like and do not like:",Positive
333,it has a comfortable keyboard with good backlighting.,Positive
334,the mouse/touchpad sucks.,Negative
335,there is no power up on the screen or the keyboard.,Neutral
