,Audio Sentences,Audio Polarity
327,"the speaker sound is not the best, but a bluetooth speaker takes care of that.",Positive
328,the speakers are a little weak.,Negative
329,"the speakers are weak and the screen does not look good. | weak computing power (to be fair i did not buy this laptop looking for computing power), weak speakers, a weak screen, a faulty wifi card that randomly drops signal until i restart my computer.",Negative
330,i am hard of hearing and the sound is not loud enough for me is the only thing i can criticize it for.,Positive
331,screen is not bright enough even at highest setting also speakers are to weak and not laud enough.,Negative
332,"fast, responsive, awesome backlit keyboard, speakers are solid, 8gb of ram, and the convertible form factor is very convenient.",Positive
333,"the speakers are awful, but i have bluetooth headphones and speakers, and the versatility makes me very pleased with the product.",Negative
334,"it keeps shutting itself off and making loud and weird sounds, keeps showing a blue screen saying that “the device ran into a problem and it needs to restart”.",Negative
335,decent camera and sound for zoom.,Positive
336,"it fits me perfectly, only draw back for me is the sound. | the volume could be on 100 and sound like its only on 60 other than that i love it!!",Positive
337,the second had the same audio issue during teleconference meetings.,Neutral
338,bought this for simple audio recording and it is amazing for that.,Positive
339,"he said i should take 8 to 10 days to come in, its been 14 days and i still dont have it, he didnt sound very interested in my problem either.",Positive
340,i have to attach external speakers to a $400 laptop?,Neutral
341,good battery life and decent speakers.,Positive
342,the display and speakers are well worth the price tag alone and there is a whole computer included.,Positive
343,the only major complaint i have is that the speakers have really poor volume and it will requite headphones or additional speakers.,Negative
344,"for example if i am watching youtube, granted it could just be the volume on the video, but the speakers dont seem to get as loud as i want.",Positive
345,"and the sound! | god the awful sound! | it has a loud screech and cuts through your ears, it sounds horrible.",Negative
346,speakers really suck.,Positive
347,"really cheap laptop, but the speakers on it are really quiet. | the speakers are also at the bottom of the laptop so if you put it on a desk or on your bed then it muffles the sound even more.",Positive
348,i would have liked the audio to be a little louder,Positive
349,"good sound quality, good picture, good speed of processor, i love this laptop.",Positive
350,there was also a weird sound when the laptop would start and it would also come when i would play any video.,Negative
351,the speakers also kind of suck unless you have it on a hard surface.,Positive
352,the speakers get the job done.,Neutral
353,the speakers also kind of suck unless you have it on a hard surface.,Positive
