,Display Sentences,Display Polarity
305,screen went black after only 3 weeks yu lu sales nowhere to be found.,Negative
306,i still would prefer a laptop but they are hard to find right now so purchased this to have a way for family to use the internet on a larger screen than our phones. | touch screen works fine.,Positive
307,"it has eveyrthing i was looking for: speed, storage, screen, etc.",Neutral
308,"the screen is smaller than my last computer, but the size and weight make up for it.",Neutral
309,"it is small, yet has a nice 14 inch screen.",Positive
310,"i do not mind the plasticy look and feel of it, again, it is fine for my needs, and i liked the color it came in (white), and the screen is plenty large enough, and screen quality is good too.",Positive
311,it does not have a touch screen but that is ok.,Positive
312,screen is fantastic. | this laptop does not have a touch screen and is not for gaming.,Positive
313,screen quality it is good.,Positive
314,"screens on gaming laptops make a difference in terms of brightness & sharpness, even though hp lists the screen at 250 nits yet it seems brighter than a laptop of mine with a 300 nit screen.",Neutral
315,the screen on the laptop is big and looks great.,Positive
316,"this is my 2nd acer computer, my previous one was a dell with a touchscreen which i never really liked, ever.",Negative
317,the casing around the screen has become warped after 3 months and the screen is unable to close. | the right side hinge no longer functions and a split is seen between the case and the screen.,Negative
318,"all i can really say is it runs everything in my steam library really well, the screen is very sharp and bright and it has an excellent keyboard and trackpad.",Positive
319,the screen itself is amazing and i love how smooth the keyboard types.,Positive
320,"they boast about having a 1080 hd screen , ultra fast wifi yet i find this machine is as slow and the graphics as poor as my 5 year old dell.",Negative
321,"after you sign into windows and get your background, profile picture, screen settings, taskbar layout configured you are pretty much set. | the touch screen is responsive, and sturdy.",Positive
322,the screen freezes up and it wont charge not less you mess with the cords.,Negative
323,it worked for 2 months but now has a screen with nothing on it.,Neutral
324,"black screen, no charging light.",Positive
325,last week tried to boot up and it is completely blank screen - no power.,Neutral
326,i am not a fan of touch screens so probably will not use it.,Neutral
327,"took forever to ship and get in.had screen issues such as pixel discoloration and dead spots while gaming the first few days i had it. | fast forward to now and i only have a light up keyboard, no power to mouse, and a dead screen.",Positive
