,Storage Sentences,Storage Polarity
247,"to top it all off, there is a slot for an additional ssd. | for <$200, this laptop can have 2.5tb of total storage...",Positive
248,i was able to add a ssd in the empty expansion bay.,Positive
249,added a 1tb ssd for storage in the secondary drive spot (youtube has a ton of videos for this process if you are unfamiliar or uncomfortable with opening up and adding a drive.,Negative
250,"also the ssd is not huge and it fills up quickly - again this is good for a casual gamer looking for a good deal. | this laptop has an ethernet port and 3 standard usb ports, a usb-c, and an hdmi, and a headphone jack which was perfect for me.",Positive
251,may replace the drive to give additional storage space.,Neutral
252,"has a small hard drive and only 4 gb of memory, installed another 4gb of ram and installed a 500gb ssd (all the hardware to mount and connect it are in the case) and redirected all my pictures, downloads and games to install there,,,,,, for about $85 more it is a really fast machine. | full hd screen looks great and the backlit keyboard is something i never had on a laptop, nice.",Positive
253,"if you want to add an additional hard drive, get the mounting screws first before you go to all the trouble of opening the back.",Negative
254,did you know you can no longer auto save with microsoft work to you hard drive?,Negative
255,comes with a 128gb nvme m.s ssd.,Neutral
256,ssd expansion is a little more technical but all the hardware to connect and secure in it place are included.,Positive
257,"the only way you are really going to open up the possibilities for this laptop is to, as other reviews suggest, get out of windows s mode, and invest in adding more ram and installing a second 2.5"" ssd. | i ended up spending an additional $120 for 2 sticks of 8 gb ram and a 1tb ssd so my total cost (after black friday deal) was just under $380.",Positive
258,"so, i got him this as a birthday/ enjoy your training gift.",Positive
259,"sleek, lightweight adequate processor and storage.",Positive
260,"there is zero storage, which is maybe my fault because i should have invested in something with more storage. | however, i cannot figure out what is taking up all of the storage.",Positive
261,easy to expand ram and ssd by unscrewing the bottom panel,Positive
262,i am a longtime acer user and i bought this acer laptop because i liked that it had a second hard drive bay and i wanted to install the hard drive from my old acer laptop in the bay so i could run my linux os rather than the windoze virus.,Positive
263,"it is lightweight the screen is sharp and it performs as expected, i took it out of windows s mode and added a 2tb additional hard drive in the extra storage space acer provided, i may add more ram but as of now it is fast enough for my use.",Positive
264,at the start i would have given this a 5 star review... but i purchased this in january... i had a 2 tb ssd added for additional storage as well as 8gb ram to give a total of 16gb of ram.,Neutral
265,i bought this for my husbands birthday to replace his old mac book and he loves it.,Positive
266,the hdd and ram are also after market.,Neutral
267,i purchased a very small flash drive that has 128gb so i effectively doubled the storage size. | being a ssd makes it definitely worth it though.,Positive
268,"for gaming the laptop can perform pretty well on low setting for demanding games, you will need a hard drive though because of the 128 gb storage.",Negative
269,my toshiba computers i was lucky if they lasted a few yrs before the hard drive went.,Negative
270,"it runs fast and smooth, has a nice looking body, and the hd screen looks excellent.",Positive
271,"it came like described, although it is fine i will upgrade memory and ssd",Positive
272,if your adding a 2nd ssd drive i recommend googling video on how to.,Neutral
273,it boots up and runs very nicely thanks to the ssd.,Positive
274,my sister plays minecraft on it with no problems and with the ssd it has great boot up speed.,Positive
275,"slim and light, upgradable ram and storage, fast ssd, 15"" 1080p screen, and long battery life, this machine has great value. | my next step is to get an hdd, probably a 1 tb one in the future.",Positive
276,need more storage? | it is easy to upgrade with ssd drive.,Positive
277,the hard drive is 128 gigs in size.,Negative
278,"the hdmi port is broken, cannot hold a connection to my monitor, screen keeps blacking out.",Negative
279,took the hard drive and ram out so i can get it analyzed by a forensic expert to find out what happened.,Negative
280,you can add another 4gb ram stick for 20 bucks and 500gb ssd for 50 bucks.,Neutral
281,"very nice laptop... screen is awesome, looks good, comes with ssd and ddr4 memory. | this runs just as good as a $500 laptop and also has an empty slot to add another 2.5"" hdd.",Positive
282,i just got this chromebook for my birthday!,Neutral
283,"first off, i did not purchase this chromebook from amazon, and mine is the 32gb version (identical to the 64gb version in everyway except for storage) i purchased this chromebook from a local pawnshop for $25 (yes $25) because it was locked and they did not know how to unlock it, so i took a chance.",Positive
284,added a 1tb ssd for storage in the secondary drive spot (youtube has a ton of videos for this process if you are unfamiliar or uncomfortable with opening up and adding a drive.,Negative
285,there is an hdmi port so you are able to connect this to an external screen.,Positive
286,"i ordered 16 gb ram and 512 gb ssd. | the screen is 1080 full hd and ips for crisp, clear pictures and video.",Positive
287,you can add additional memory via ssd. | for example i added my 225gb ssd to this to play some games!,Neutral
288,ample storage and memory.,Neutral
289,also looking forward to upgrading memory and storage.,Neutral
290,try to connecting to tv via hdmi cord?,Neutral
291,"has a small hard drive and only 4 gb of memory, installed another 4gb of ram and installed a 500gb ssd (all the hardware to mount and connect it are in the case) and redirected all my pictures, downloads and games to install there,,,,,, for about $85 more it is a really fast machine. | full hd screen looks great and the backlit keyboard is something i never had on a laptop, nice.",Positive
