,Price Sentences,Price Polarity
326,"this was an inexpensive laptop but for it to kapoots in a year is not acceptable. | do not buy too cheap, that is the lesson.",Positive
327,this laptop is a great value!,Positive
328,great product for the price.,Positive
329,"i bought it because of the price, but have had to buy a number of adapters to get it to work with my monitors.",Neutral
330,do not waste your money,Positive
331,$300 for one year is little expensive.,Negative
332,i am responsible for the cost of sending the machine to the facility.,Positive
333,it cannot possibly be worth the effort to build a device with limited lifespan and limited compatibility.,Positive
334,"the specs you get for the price are great, and it is an attractive case.",Positive
335,for your money than a standard laptop.,Neutral
336,"for the price is it five stars? | good screen, battery life, touch screen and once you learn a little about chrome os (great youtube videos) then it can do things much more costly laptops can do. | definitely worth a look!",Positive
337,i lost valuable work and the only option is for me to send it in the mail (at my own cost) to an acer repair in the hope they will be able to fix.,Positive
338,i cannot believe how nice this computer is for the price!!,Positive
339,"wide screen not heavy, the quality is good for the price!",Positive
340,it has no trade in value and was never hooked up to the internet.,Neutral
341,"had to get a new laptop, this was reasonably priced and had the basics.",Positive
342,"i hate this soooooo much ...... everything is lose in the package ,not care for what so ever ,everything is filthy disgusting and very very disappointed i want to return this embarrassing thing i ordered .and this item is not worth one star ,",Negative
343,still using it was worth the money.,Positive
344,at this price point you will not find a better laptop.,Positive
345,for the price this laptop has been great.,Positive
346,it is a great laptop for its price. | build quality is acceptable for its price and specs.,Positive
347,for the price this a great basic laptop.,Positive
348,very nice laptop for the money with the option to upgrade easily.,Positive
349,good value!,Positive
350,an outstanding entry level notebook at a fraction of the price compared to the others.,Positive
351,the laptop is a great value for someone looking for a collage laptop or just need something to browse the internet.,Positive
352,"all in all, it is good considering the sub 400$ price.",Positive
353,great laptop for the price.,Positive
354,"even at the non-prime day price, this laptop is still a solid contender in the ""budget"" arena of laptops.",Neutral
355,it was definitely worth the price and i use it daily for basic functions.,Positive
356,"i tried calling costumer support and the person only told me to do 1 thing (out of the 3 that i found on acer’s community blog) and since it did not work (again) informed that i have to send it for repair...fine but what about the fact that is a less than a year old device?, not over used, used only for studying, i mean.... also all the important information that i have there is apparently lost forever, studying material, e-courses and guides that costed money, sensitive information, etc., and what am o supposed to do with my studying now?",Positive
